cust_id,full_name,gender,age,income_annual_inr,income_segment,credit_score,risk_bucket,region,zone,urban_rural_flag,num_products,cbs_total_clr_bal_amt,aa_avg_monthly_inflows,aa_avg_monthly_outflows,ml_unified_customer_proba,cltv_profit_actual,cltv_profit_ml,cltv_profit_final,cltv_decile_final,hybrid_score_0_100_final
C00513,Aarohi Chatterjee,F,31,401675.8106527118,MID,724,LOW,WEST,WEST,URBAN,2,1516.9736115114836,,,0.1788744671126041,,840.5138697171624,840.5138697171624,3,49.0
C00999,Isha Yadav,F,20,285279.6341308014,MID,744,LOW,NORTH,NORTH,URBAN,2,13355.180653295594,,,0.3786972320712428,,514.5069673136126,514.5069673136126,5,49.0
C00652,Vihaan Ghosh,M,25,1019918.6533730648,HIGH,786,LOW,NORTH,NORTH,URBAN,2,268.84991020210373,,,0.1719817973520355,,876.9564958201223,876.9564958201223,3,49.0
C00668,Aarohi Chatterjee,F,29,336071.0169240558,MID,739,LOW,WEST,WEST,URBAN,2,22431.743675834245,,,0.3781437504248983,,527.0286691567668,527.0286691567668,5,49.0
C00402,Isha Patel,F,25,84996.98,LOW,623,MEDIUM,SOUTH,SOUTH,URBAN,3,5321.7,1950.2675,1200.4716666666666,0.8780438475766479,24,35.46449180679032,24.0,10,49.0
C00084,Prachi Mishra,F,23,200000.0,LOW,800,LOW,EAST,EAST,RURAL_SEMIURBAN,2,3003.92,4409.431666666666,22214.275833333333,0.0814618874305441,1674,1719.9225912802535,1674.0,2,49.0
C00767,Pooja Khan,F,28,484262.3174482339,MID,714,LOW,EAST,EAST,RURAL_SEMIURBAN,2,1706.0260926186497,,,0.2574023834865012,,610.6960587614179,610.6960587614179,4,48.0
C00364,Aarohi Verma,F,73,515564.66,MID,769,LOW,NORTH,NORTH,URBAN,1,91.63,8401.129166666668,31303.593333333338,0.0667079834530615,1788,1823.7160879795151,1788.0,2,48.0
C00041,Ananya Verma,F,20,156616.49,LOW,706,LOW,SOUTH,SOUTH,URBAN,1,325.87,7931.121666666667,17394.3525,0.7623041474299647,103,124.67187961047644,103.0,9,48.0
C00310,Saanvi Das,F,49,66285.92,LOW,644,MEDIUM,WEST,WEST,URBAN,3,7911.85,12348.680833333332,45910.04083333333,0.0671432314340376,2227,2283.271915155294,2227.0,2,48.0
C00199,Kabir Bansal,M,23,642508.05,MID,791,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,4539.3,1166.905,19770.91083333333,0.0558062424221313,2095,2090.475176479503,2095.0,2,48.0
C00277,Anika Khan,F,70,200000.0,LOW,572,HIGH,WEST,WEST,RURAL_SEMIURBAN,3,21857.11,3853.1416666666664,50693.39833333334,0.0655229611750064,1843,2089.696472371016,1843.0,2,48.0
C00483,Rohit Gowda,M,48,282313.17,MID,721,LOW,EAST,EAST,RURAL_SEMIURBAN,1,138.6,7928.759999999999,34623.77,0.8518583621235905,34,-6.637379275637349,34.0,10,48.0
C00682,Riya Mishra,F,27,603972.9734852648,MID,633,MEDIUM,SOUTH,SOUTH,URBAN,2,9143.526736207557,,,0.2612210503980891,,675.9003062537247,675.9003062537247,4,48.0
C00288,Shaurya Iyer,M,45,164884.06,LOW,615,MEDIUM,EAST,EAST,URBAN,2,1585.55,3598.965,22597.554999999997,0.1504952859514386,974,1015.8114520960712,974.0,3,48.0
C00798,Aditya Patel,M,18,1430405.5261690477,HIGH,780,LOW,NORTH,NORTH,URBAN,2,5367.547775035659,,,0.6626556282308411,,176.56130815313688,176.56130815313688,8,48.0
C00303,Abhishek Naidu,M,68,200000.0,LOW,546,HIGH,CENTRAL,CENTRAL,URBAN,1,211.7,7062.170833333334,9895.415833333334,0.0504532145906261,1534,1510.9276484264376,1534.0,2,48.0
C00464,Diya Khan,F,31,77192.35,LOW,668,MEDIUM,WEST,WEST,RURAL_SEMIURBAN,1,466.06,5891.2275,25240.250833333335,0.7682016259093316,147,138.9087151330636,147.0,9,48.0
C00713,Abhishek Mishra,M,18,813050.139243179,MID,800,LOW,NORTH,NORTH,URBAN,2,12988.555679052788,,,0.1554400310007715,,962.5215455027901,962.5215455027901,3,48.0
C00385,Tanvi Bansal,F,25,155548.67,LOW,548,HIGH,SOUTH,SOUTH,URBAN,2,370.44,7687.34,26417.299166666664,0.0396213462739698,1750,1744.1807880285432,1750.0,2,47.0
C00455,Vivaan Verma,M,45,420055.62,MID,623,MEDIUM,NORTH,NORTH,URBAN,3,15152.919999999998,3604.6708333333336,37955.33583333333,0.0443535519094015,1495,1647.1301808335875,1495.0,2,47.0
C00125,Siddharth Singh,M,48,684185.64,MID,677,MEDIUM,WEST,WEST,URBAN,2,486.19,11160.139166666668,30540.4225,0.0390082211733416,2283,2251.2777839034784,2283.0,2,47.0
C00398,Abhishek Naidu,M,66,110522.27,LOW,626,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,1,229.53,3942.1341666666663,7221.669999999999,0.0481685318315636,2399,2357.2044826574324,2399.0,2,47.0
C00268,Kavya Ghosh,F,42,200000.0,MID,626,MEDIUM,NORTH,NORTH,URBAN,1,208.36,4884.799166666667,9139.435,0.0408142112655596,1543,1510.8943938994134,1543.0,2,47.0
C00111,Abhishek Mishra,M,34,151951.25,LOW,724,LOW,NORTH,NORTH,URBAN,2,14517.8,0.0,11114.268333333332,0.0349421204569261,1715,1706.8772030206949,1715.0,2,47.0
C00941,Rohan Khan,M,29,1160209.3840766416,HIGH,900,LOW,EAST,EAST,RURAL_SEMIURBAN,2,4413.7502063865795,,,0.1364138259576717,,944.2745920660024,944.2745920660024,3,47.0
C00164,Ritvik Verma,M,31,454250.56,MID,752,LOW,WEST,WEST,URBAN,1,393.41,9052.085,28195.541666666668,0.0456744055432144,2208,2204.475699045814,2208.0,2,47.0
C00763,Saanvi Khan,F,31,259200.18117777843,MID,664,MEDIUM,SOUTH,SOUTH,URBAN,1,16913.89000541349,,,0.3323287876395084,,507.2537156825561,507.2537156825561,5,47.0
C00067,Siddharth Das,M,40,156423.82,LOW,679,MEDIUM,EAST,EAST,URBAN,1,56.04,0.0,5064.543333333333,0.0300100980552404,1882,1711.5271289858047,1882.0,2,47.0
C00060,Ritvik Nair,M,53,133640.51,LOW,722,LOW,NORTH,NORTH,URBAN,1,292.52,6913.241666666668,8533.5725,0.0394989105380233,2458,2413.9660893137398,2458.0,2,47.0
C00462,Nisha Sharma,F,22,108259.81,LOW,660,MEDIUM,NORTH,NORTH,URBAN,2,12106.0,3275.7275000000004,15561.5325,0.0320368936317206,2082,2097.2026828443236,2082.0,2,47.0
C00819,Riya Iyer,F,32,261106.3599191202,MID,830,LOW,SOUTH,SOUTH,URBAN,2,1563.9353576985563,,,0.3360136938224505,,473.00300212898526,473.00300212898526,5,47.0
C00482,Vihaan Iyer,M,39,488379.73,MID,807,LOW,NORTH,NORTH,URBAN,3,2736.2,0.0,35240.5675,0.0453263944417144,2087,2114.523453440838,2087.0,2,47.0
C00263,Ishaan Gowda,M,29,200000.0,LOW,731,LOW,SOUTH,SOUTH,URBAN,2,4352.25,4951.2491666666665,5739.288333333334,0.0471427229787113,1660,1626.1158168092031,1660.0,2,47.0
C00175,Ishaan Shah,M,62,200000.0,LOW,662,MEDIUM,EAST,EAST,URBAN,3,10970.86,14815.059166666666,46392.42833333334,0.0401273082493441,1496,1437.03040806138,1496.0,2,47.0
C00056,Aarav Chatterjee,M,31,171438.73,LOW,661,MEDIUM,EAST,EAST,RURAL_SEMIURBAN,3,3555.73,2662.589166666666,42261.81416666667,0.045479017476394,1816,1849.5841159372296,1816.0,2,47.0
C00476,Shivani Patel,F,40,200000.0,MID,723,LOW,WEST,WEST,URBAN,2,272.29,0.0,21505.360833333332,0.0165195432049771,2256,2295.157071595546,2256.0,2,46.0
C00191,Neha Khan,F,57,200000.0,LOW,685,MEDIUM,NORTH,NORTH,URBAN,2,4634.3099999999995,636.4399999999999,20288.26,0.0129173816106344,2150,2180.530499532806,2150.0,2,46.0
C00383,Ritvik Khan,M,62,277808.96,MID,705,LOW,SOUTH,SOUTH,URBAN,2,450.78,8288.695,29820.604166666668,0.0155837077293659,2156,2103.2273077071504,2156.0,2,46.0
C00133,Kavya Iyer,F,39,165963.06,LOW,568,HIGH,NORTH,NORTH,RURAL_SEMIURBAN,1,45.3,0.0,3204.454166666667,0.0139222685643404,2355,2221.592259902992,2355.0,2,46.0
C00042,Rohit Bansal,M,21,200000.0,LOW,558,HIGH,NORTH,NORTH,URBAN,1,89.14,3674.5316666666663,5610.391666666666,0.0207283767232996,2337,2179.2900594279545,2337.0,2,46.0
C00560,Aadhya Chatterjee,F,29,594890.3493589372,MID,745,LOW,SOUTH,SOUTH,URBAN,2,17958.444753275457,,,0.2118655168810294,,657.9777041820845,657.9777041820845,4,46.0
C00265,Ananya Chatterjee,F,51,332554.02,MID,816,LOW,CENTRAL,CENTRAL,URBAN,1,410.48,9818.2175,27681.790833333333,0.0149633363958823,1712,1726.061961547517,1712.0,2,46.0
C00587,Ishaan Kulkarni,M,38,488089.0381120554,MID,746,LOW,SOUTH,SOUTH,URBAN,1,11726.536071136255,,,0.1244913430621293,,845.4742351640459,845.4742351640459,3,46.0
C00170,Aarav Naidu,M,49,559169.63,MID,701,LOW,NORTH,NORTH,URBAN,2,9534.380000000001,5314.494166666666,23805.710000000003,0.0175487762838958,1504,1463.3468782823738,1504.0,2,46.0
C00861,Ishaan Kulkarni,M,22,896901.9530529848,MID,692,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,1,2416.633039895257,,,0.3206411342969347,,529.0888023586098,529.0888023586098,5,46.0
C00273,Vihaan Bansal,M,49,378254.08,MID,692,MEDIUM,EAST,EAST,URBAN,2,486.94,7643.577499999999,6166.822499999999,0.0114614277905706,,2162.2198774160684,2162.2198774160684,2,46.0
C00871,Rohan Yadav,M,23,404096.5386616662,MID,736,LOW,EAST,EAST,RURAL_SEMIURBAN,2,14979.739216595717,,,0.3220725956782747,,526.1732662164231,526.1732662164231,5,46.0
C00161,Nisha Verma,F,66,1013356.89,HIGH,740,LOW,SOUTH,SOUTH,URBAN,2,4386.33,0.0,30923.86666666667,0.0118213162227488,2224,2343.664941642124,2224.0,2,46.0
C00037,Isha Chatterjee,F,25,407920.51,MID,659,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,2,6195.320000000001,1778.0408333333337,35519.43,0.0289305826911528,1653,1667.3697622804427,1653.0,2,46.0
C00280,Saanvi Mishra,F,30,525877.75,MID,698,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,2,1320.6299999999999,4505.9158333333335,7888.595833333333,0.0201064147834058,,2038.895142021146,2038.895142021146,2,46.0
C00070,Ritvik Patel,M,41,361595.72,MID,714,LOW,NORTH,NORTH,URBAN,2,15817.02,2984.0108333333333,33306.613333333335,0.012106547118372,2335,2268.3915184917555,2335.0,2,46.0
C00307,Nisha Patel,F,18,92926.43,LOW,542,HIGH,EAST,EAST,URBAN,2,296.46999999999997,3722.535,25862.319166666668,0.0138636232775651,1923,1960.3078403503696,1923.0,2,46.0
C00469,Tanvi Jain,F,74,151259.06,LOW,578,HIGH,WEST,WEST,URBAN,1,69.94,2763.9691666666663,10335.740833333331,0.0220374634582266,1913,1787.6848891614463,1913.0,2,46.0
C00552,Vihaan Ghosh,M,21,1043806.2844393624,HIGH,818,LOW,NORTH,NORTH,URBAN,2,11995.68114699509,,,0.625901352164359,,235.92049928712242,235.92049928712242,8,46.0
C00389,Isha Yadav,F,61,364859.42,MID,681,MEDIUM,NORTH,NORTH,URBAN,2,11337.4,0.0,28062.783333333336,0.0127947869392288,1756,1771.1852423369482,1756.0,2,46.0
C00757,Ishita Gowda,F,18,561882.5953932113,MID,573,HIGH,NORTH,NORTH,URBAN,2,4412.134755699451,,,0.2115820598828446,,681.4111249863556,681.4111249863556,4,46.0
C00270,Shivani Gowda,F,75,431444.11,MID,758,LOW,SOUTH,SOUTH,URBAN,2,1850.4099999999999,1621.243333333333,15382.4775,0.1102792173849743,969,1026.1617228334937,969.0,3,46.0
C00569,Meera Nair,F,18,448629.01428816834,MID,723,LOW,WEST,WEST,URBAN,1,103.19650900317234,,,0.2128499785958404,,593.3449770639401,593.3449770639401,4,46.0
C00247,Kavya Gowda,F,67,118190.29,LOW,481,HIGH,NORTH,NORTH,RURAL_SEMIURBAN,1,109.38,10244.945,13617.439166666663,0.0158452869265298,2446,2447.6795531537123,2446.0,2,46.0
C00321,Arjun Ghosh,M,70,200000.0,LOW,559,HIGH,EAST,EAST,RURAL_SEMIURBAN,2,4574.24,,,0.0102784714518467,1560,1393.002931523434,1560.0,2,46.0
C00676,Meera Jain,F,18,398862.46959857066,MID,723,LOW,NORTH,NORTH,URBAN,2,2110.80314288946,,,0.4149985193883291,,410.0505308677308,410.0505308677308,6,46.0
C00283,Rohan Yadav,M,51,147186.69,LOW,678,MEDIUM,SOUTH,SOUTH,URBAN,3,20163.34,,,0.8212789308475229,21,-4.448229456320461,21.0,10,46.0
C00197,Pooja Patel,F,57,132875.72,LOW,594,HIGH,SOUTH,SOUTH,URBAN,3,2607.05,12327.948333333334,53902.013333333336,0.0168180929488764,2143,2192.439385688267,2143.0,2,46.0
C00325,Harsh Kulkarni,M,66,124763.87,LOW,684,MEDIUM,EAST,EAST,URBAN,1,96.31,4256.473333333333,7385.424166666667,0.0127140178191389,2137,2133.808591565492,2137.0,2,46.0
C00176,Riya Iyer,F,35,294158.21,MID,791,LOW,SOUTH,SOUTH,URBAN,2,11491.800000000001,0.0,37361.15833333333,0.011779182706321,1622,1611.6998329779058,1622.0,2,46.0
C00208,Rahul Reddy,M,33,200000.0,LOW,747,LOW,NORTH,NORTH,URBAN,2,12351.51,11699.413333333332,18713.600833333338,0.1211427690340706,969,1053.783391093353,969.0,3,46.0
C00357,Prachi Naidu,F,61,141734.22,LOW,600,MEDIUM,CENTRAL,CENTRAL,URBAN,2,4868.92,0.0,14909.8175,0.0218028115498114,1887,1816.6064830374614,1887.0,2,46.0
C00054,Shaurya Chatterjee,M,27,109495.41,LOW,705,LOW,NORTH,NORTH,URBAN,1,81.29,2167.5116666666668,11036.0625,0.0105911762017374,1844,1790.166956086055,1844.0,2,46.0
C00793,Ishita Naidu,F,27,775125.6667954305,MID,687,MEDIUM,NORTH,NORTH,URBAN,2,17914.804384982126,,,0.5081347258664809,,332.9056169870928,332.9056169870928,7,45.0
C00257,Neha Singh,F,29,129222.54,LOW,636,MEDIUM,EAST,EAST,URBAN,1,36.58,1761.7791666666665,4527.0575,0.0045878942097402,1632,1666.1843967534764,1632.0,2,45.0
C00544,Ishaan Gupta,M,18,501330.8291791525,MID,749,LOW,SOUTH,SOUTH,URBAN,1,7134.931782435306,,,0.1023648734762697,,855.9298786993517,855.9298786993517,3,45.0
C00458,Aadhya Yadav,F,23,1725369.87,HIGH,783,LOW,EAST,EAST,URBAN,3,11365.01,10500.251666666669,46015.973333333335,0.1036010779812532,1205,1211.0889214825024,1205.0,3,45.0
C00058,Aarav Shah,M,22,147915.32,LOW,549,HIGH,SOUTH,SOUTH,URBAN,1,117.47,0.0,3022.0808333333334,0.0962129652912395,1195,1192.0696410784867,1195.0,3,45.0
C00332,Kabir Reddy,M,54,131802.9,LOW,521,HIGH,WEST,WEST,URBAN,2,597.98,4270.6775,25877.081666666665,0.0075824181060221,2299,2244.500847731007,2299.0,2,45.0
C00457,Diya Naidu,F,56,119984.58,LOW,527,HIGH,WEST,WEST,RURAL_SEMIURBAN,1,232.56,2599.0691666666667,9069.1525,0.0045452171712356,1509,1494.3139773178862,1509.0,2,45.0
C00736,Aarohi Patel,F,31,930357.6763203752,MID,751,LOW,NORTH,NORTH,URBAN,2,5565.261957068339,,,0.4052759204113233,,409.41203142807524,409.41203142807524,6,45.0
C00119,Vivaan Jain,M,56,142595.92,LOW,664,MEDIUM,NORTH,NORTH,URBAN,1,168.29,3383.1633333333334,9083.1625,0.1005221644866237,1147,1163.3045833120366,1147.0,3,45.0
C00418,Ayesha Iyer,F,41,99685.77,LOW,621,MEDIUM,CENTRAL,CENTRAL,URBAN,2,445.15999999999997,0.0,26748.94916666667,0.0053447394593019,1802,1787.6259849538465,1802.0,2,45.0
C00416,Tanvi Reddy,F,75,258775.78,MID,634,MEDIUM,NORTH,NORTH,URBAN,2,3722.2,0.0,14450.970833333333,0.0086792992840485,1798,1901.6144641969381,1798.0,2,45.0
C00044,Rohit Kulkarni,M,26,131618.97,LOW,658,MEDIUM,SOUTH,SOUTH,URBAN,2,8743.33,0.0,13263.783333333333,0.1038155142441887,1104,1145.5668385739798,1104.0,3,45.0
C00331,Rahul Gowda,M,53,577806.42,MID,732,LOW,SOUTH,SOUTH,URBAN,2,1334.13,15415.606666666668,24671.811666666665,0.0922953269511582,1092,1112.8519012581753,1092.0,3,45.0
C00663,Kunal Ghosh,M,21,353941.67894245544,MID,590,HIGH,SOUTH,SOUTH,URBAN,2,3424.4753462658196,,,0.1986840404405524,,658.2004645822174,658.2004645822174,4,45.0
C00225,Ayesha Verma,F,73,408500.33,MID,780,LOW,NORTH,NORTH,URBAN,2,4780.98,0.0,32998.068333333336,0.0056172653205618,2093,2172.199414271497,2093.0,2,45.0
C00379,Isha Yadav,F,65,112418.39,LOW,699,MEDIUM,SOUTH,SOUTH,URBAN,2,164.58,4966.765,31155.075833333336,0.0093341499026678,2152,2193.8557223170346,2152.0,2,45.0
C00224,Atharv Das,M,25,1747912.16,HIGH,845,LOW,NORTH,NORTH,URBAN,2,16482.09,0.0,32332.553333333333,0.0075870372399738,2209,2183.8022464172277,2209.0,2,45.0
C00338,Kunal Verma,M,65,139793.42,LOW,594,HIGH,SOUTH,SOUTH,URBAN,2,329.5,3151.1433333333334,26622.899166666662,0.0012353729951391,2146,2060.84254974697,2146.0,2,45.0
C00168,Ishaan Sharma,M,64,130546.61,LOW,693,MEDIUM,WEST,WEST,RURAL_SEMIURBAN,2,9657.65,,,0.0069519591256768,2278,2222.687468481518,2278.0,2,45.0
C00582,Anika Ghosh,F,36,1070539.8465548884,HIGH,677,MEDIUM,CENTRAL,CENTRAL,URBAN,1,1204.2720971654824,,,0.1795728254499506,,709.8209678717334,709.8209678717334,4,44.0
C00919,Ishita Sharma,F,36,858100.036481461,MID,632,MEDIUM,NORTH,NORTH,URBAN,1,387.3846534521563,,,0.2842631034969664,,570.9008570227802,570.9008570227802,5,44.0
C00520,Vivaan Khan,M,35,1137344.7536131293,HIGH,779,LOW,SOUTH,SOUTH,URBAN,3,10597.762784799848,,,0.2812031773863578,,519.0918983729687,519.0918983729687,5,44.0
C00920,Atharv Das,M,29,1844152.7126222749,HIGH,873,LOW,NORTH,NORTH,URBAN,1,166.4358723733054,,,0.2874681480962554,,490.2831558053104,490.2831558053104,5,44.0
C00158,Kunal Yadav,M,72,116086.33,LOW,721,LOW,EAST,EAST,RURAL_SEMIURBAN,3,10767.92,,,0.7723548601045063,39,109.02736871455456,39.0,10,44.0
C00237,Vivaan Das,M,71,687716.5,MID,718,LOW,WEST,WEST,URBAN,1,179.7,7214.345,11372.89,0.077732638568472,834,878.862366867418,834.0,3,44.0
C00231,Yash Khan,M,24,372134.23,MID,706,LOW,SOUTH,SOUTH,URBAN,2,503.65,4314.263333333333,20001.751666666667,0.070150907470984,1043,1053.4664200507384,1043.0,3,44.0
C00596,Aadhya Chatterjee,F,33,643138.1134263609,MID,741,LOW,SOUTH,SOUTH,URBAN,2,25094.92507604282,,,0.2670790747527294,,548.8591917404623,548.8591917404623,5,43.0
C00601,Siddharth Mishra,M,37,335752.50107302587,MID,770,LOW,SOUTH,SOUTH,URBAN,1,236.3527336614905,,,0.069949182365226,,865.1621370680456,865.1621370680456,3,43.0
C00312,Isha Shah,F,44,200000.0,LOW,526,HIGH,EAST,EAST,URBAN,2,11872.76,13274.536666666669,17908.745833333334,0.0538017819545531,1311,1319.0161289613645,1311.0,3,43.0
C00561,Ayesha Gupta,F,32,653937.8552998384,MID,852,LOW,NORTH,NORTH,URBAN,2,449.0781281760051,,,0.4563843577020905,,276.0663777099397,276.0663777099397,7,43.0
C00910,Ishita Gupta,F,38,595037.700959742,MID,715,LOW,NORTH,NORTH,RURAL_SEMIURBAN,1,260.1645179376872,,,0.1503455791737529,,605.4092524000205,605.4092524000205,4,43.0
C00209,Rahul Das,M,72,785959.96,MID,772,LOW,NORTH,NORTH,URBAN,3,4402.08,6844.274166666667,5960.910833333332,0.7631760214605344,36,107.0217574454784,36.0,10,43.0
C00341,Aditya Shah,M,34,625224.82,MID,757,LOW,CENTRAL,CENTRAL,URBAN,1,247.19,16096.889166666668,13445.453333333331,0.0674803060756082,1455,1444.6491430154044,1455.0,3,43.0
C00690,Ishaan Gupta,M,18,500033.0844689363,MID,763,LOW,SOUTH,SOUTH,URBAN,1,32692.593586195115,,,0.2550784447238927,,530.1722639635303,530.1722639635303,5,43.0
C00754,Shaurya Singh,M,37,421375.2106994094,MID,675,MEDIUM,NORTH,NORTH,URBAN,2,438.14600524216877,,,0.3632581471766078,,360.72102154087787,360.72102154087787,6,43.0
C00759,Aarav Khan,M,38,478489.1957539872,MID,696,MEDIUM,EAST,EAST,URBAN,2,675.3683226564444,,,0.2535184384878853,,538.0082918760287,538.0082918760287,5,43.0
C00874,Saanvi Mishra,F,27,454985.7464857406,MID,699,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,2,7751.73132436384,,,0.0666493920108702,,878.7746348033855,878.7746348033855,3,43.0
C00142,Tanvi Reddy,F,39,400545.23,MID,602,MEDIUM,EAST,EAST,RURAL_SEMIURBAN,1,80.28,9019.854166666666,15943.314166666663,0.0300720153991798,1250,1130.1162148821763,1250.0,3,42.0
C00003,Atharv Gupta,M,71,1000000.0,MID,682,MEDIUM,SOUTH,SOUTH,URBAN,1,207.16,0.0,4521.305833333333,0.0382874767554606,820,905.3157445022388,820.0,3,42.0
C00313,Rahul Gupta,M,44,772354.5,MID,827,LOW,WEST,WEST,RURAL_SEMIURBAN,2,14068.88,2180.5591666666664,18841.1975,0.032480089134819,817,832.5519921672288,817.0,3,42.0
C00813,Aditya Das,M,18,393880.9483641119,MID,687,MEDIUM,SOUTH,SOUTH,URBAN,1,597.8034952091981,,,0.0435558253596434,,811.9093283869879,811.9093283869879,3,42.0
C00227,Vihaan Sharma,M,73,741260.31,MID,660,MEDIUM,NORTH,NORTH,URBAN,2,457.63,4098.310833333333,17406.705833333333,0.044033954050661,1156,1232.8777065369497,1156.0,3,42.0
C00973,Isha Yadav,F,18,353095.5510433702,MID,746,LOW,NORTH,NORTH,URBAN,2,12532.74236136462,,,0.1454197848595813,,659.9421213563104,659.9421213563104,4,42.0
C00347,Nandini Jain,F,51,173629.9,LOW,709,LOW,EAST,EAST,RURAL_SEMIURBAN,2,18370.149999999998,1552.4916666666668,30198.248333333333,0.0331800113483835,1243,1351.9787978110405,1243.0,3,42.0
C00784,Meera Nair,F,23,393457.0238610659,MID,759,LOW,WEST,WEST,URBAN,2,5661.861425554451,,,0.0458409048408533,,925.8062376869735,925.8062376869735,3,42.0
C00186,Aarav Khan,M,39,617921.13,MID,767,LOW,NORTH,NORTH,URBAN,3,18850.96,4261.823333333333,5864.905,0.0415569454907132,,1208.381766642469,1208.381766642469,3,42.0
C00475,Kunal Gupta,M,31,200000.0,LOW,667,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,1,238.44,0.0,3636.956666666667,0.031602048688385,1067,1030.3844998305522,1067.0,3,42.0
C00496,Vihaan Ghosh,M,21,1000000.0,MID,779,LOW,NORTH,NORTH,URBAN,2,951.41,13471.599166666669,48544.75666666666,0.0414349190001171,1356,1480.289388003248,1356.0,3,42.0
C00719,Harsh Kulkarni,M,35,455752.9592900597,MID,864,LOW,SOUTH,SOUTH,URBAN,1,192.6033523422725,,,0.5482317397327401,,207.6325045155139,207.6325045155139,8,42.0
C00820,Siddharth Mishra,M,35,397116.83660210704,MID,736,LOW,SOUTH,SOUTH,URBAN,2,7782.153020952022,,,0.649763804125508,,153.4176985609539,153.4176985609539,9,42.0
C00073,Vihaan Reddy,M,51,483761.02,MID,708,LOW,WEST,WEST,URBAN,2,872.6199999999999,7469.2375,34574.53333333333,0.0424604960736057,1223,1269.8391124333039,1223.0,3,42.0
C00436,Ishita Sharma,F,36,607761.37,MID,630,MEDIUM,NORTH,NORTH,URBAN,2,17273.47,5172.111666666667,12500.645833333334,0.0361491084861857,1354,1420.6676161306323,1354.0,3,42.0
C00384,Riya Jain,F,47,1129135.76,HIGH,790,LOW,SOUTH,SOUTH,URBAN,2,365.13,7574.641666666666,12457.086666666668,0.0332887585758338,,865.7067434917699,865.7067434917699,3,42.0
C00284,Vihaan Das,M,60,177486.15,LOW,602,MEDIUM,SOUTH,SOUTH,URBAN,1,96.17,3377.431666666667,6558.865000000001,0.038007043519865,1332,1261.1599273467964,1332.0,3,42.0
C00628,Rohan Khan,M,28,1684424.48770991,HIGH,834,LOW,EAST,EAST,RURAL_SEMIURBAN,2,4646.4451768173685,,,0.7479674695318907,,-60.44481143654255,-60.44481143654255,10,42.0
C00079,Atharv Sharma,M,66,549904.76,MID,710,LOW,SOUTH,SOUTH,URBAN,2,168.61,5320.590833333334,24526.779166666664,0.048969899045294,1319,1317.4395933560722,1319.0,3,42.0
C00608,Aditya Das,M,20,527887.2009369232,MID,803,LOW,SOUTH,SOUTH,URBAN,1,71.53545165281707,,,0.0430387772822841,,840.1291667935553,840.1291667935553,3,42.0
C00195,Shivani Singh,F,20,200000.0,LOW,662,MEDIUM,WEST,WEST,URBAN,2,6364.15,,,0.7370827078647464,30,59.654301934118095,30.0,10,42.0
C00414,Ishaan Patel,M,73,450318.2,MID,694,MEDIUM,NORTH,NORTH,URBAN,1,88.08,5064.770833333333,7400.179166666666,0.0425666845426551,982,960.0226224412459,982.0,3,42.0
C00463,Prachi Iyer,F,61,889187.09,MID,796,LOW,WEST,WEST,URBAN,1,330.24,15254.01,15691.374166666666,0.0471330825447732,1249,1260.6581095021934,1249.0,3,42.0
C00638,Saanvi Khan,F,27,284825.49026243645,MID,712,LOW,SOUTH,SOUTH,URBAN,2,1456.9543446869743,,,0.0492331617340994,,850.6656737754084,850.6656737754084,3,42.0
C00775,Shivani Mishra,F,18,444103.0784098143,MID,674,MEDIUM,WEST,WEST,URBAN,1,23.30778893716617,,,0.2135872715694114,,490.71428240280943,490.71428240280943,5,41.0
C00205,Krishna Gowda,M,20,187515.74,LOW,500,HIGH,SOUTH,SOUTH,URBAN,1,100.81,12478.858333333332,15939.886666666667,0.0173725573595579,1064,1113.5302369295273,1064.0,3,41.0
C00174,Harsh Das,M,48,571405.77,MID,735,LOW,EAST,EAST,URBAN,1,301.45,3037.7983333333336,19329.350833333338,0.0143090497381237,864,940.4955384314632,864.0,3,41.0
C00437,Ritvik Iyer,M,49,738241.9,MID,752,LOW,NORTH,NORTH,RURAL_SEMIURBAN,1,237.86,10288.248333333331,13458.013333333334,0.0125386040999775,1261,1221.0113668740576,1261.0,3,41.0
C00204,Ishita Gupta,F,34,579072.47,MID,743,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,8288.89,7694.535833333334,27112.489166666663,0.0102428440397965,1248,1257.111714265044,1248.0,3,41.0
C00295,Arjun Verma,M,25,134967.12,LOW,828,LOW,EAST,EAST,URBAN,1,761.5,9301.884166666669,10084.985,0.0156238042740953,1021,993.3035985076582,1021.0,3,41.0
C00256,Ananya Iyer,F,52,158137.06,LOW,591,HIGH,EAST,EAST,RURAL_SEMIURBAN,2,5178.84,9156.581666666669,39406.528333333335,0.0150200704708226,1242,1371.9055747561697,1242.0,3,41.0
C00953,Kabir Mishra,M,22,427040.0323910803,MID,695,MEDIUM,WEST,WEST,URBAN,1,1012.756850102202,,,0.2106338083300802,,452.89608601019387,452.89608601019387,5,41.0
